row_id,ligand,base,aryl_halide,additive,yield,plate,row,col,kraken_id
reaction:120,XPhos,BTMG,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,40.41327646,1,4,31,1
reaction:121,XPhos,MTBD,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,16.96531636,1,4,33,1
reaction:122,XPhos,MTBD,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,34.37725511,1,4,34,1
reaction:123,XPhos,MTBD,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,43.5835106,1,4,35,1
reaction:124,XPhos,MTBD,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,0.828206999,1,4,36,1
reaction:125,XPhos,MTBD,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,13.33632103,1,4,37,1
reaction:126,XPhos,MTBD,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,26.96354436,1,4,38,1
reaction:127,XPhos,MTBD,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,4.206951598,1,4,39,1
reaction:128,XPhos,MTBD,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,39.80435813,1,4,40,1
reaction:129,XPhos,MTBD,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate,66.76359549,1,4,41,1
reaction:130,XPhos,MTBD,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,38.14302674,1,4,42,1
reaction:131,XPhos,MTBD,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,56.51667394,1,4,43,1
reaction:132,XPhos,MTBD,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,67.97172842,1,4,44,1
reaction:133,XPhos,MTBD,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,13.29271578,1,4,45,1
reaction:134,XPhos,MTBD,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,32.5166032,1,4,46,1
reaction:135,XPhos,MTBD,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,47.33481015,1,4,47,1
reaction:136,t-BuXPhos,P2Et,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole,15.4176361,1,6,1,90
reaction:137,t-BuXPhos,P2Et,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole,18.97417112,1,6,2,90
reaction:138,t-BuXPhos,P2Et,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole,16.81589184,1,6,3,90
reaction:139,t-BuXPhos,P2Et,1-chloro-4-methoxybenzene,5-phenylisoxazole,2.663355036,1,6,4,90
reaction:140,t-BuXPhos,P2Et,1-bromo-4-methoxybenzene,5-phenylisoxazole,16.04854773,1,6,5,90
reaction:141,t-BuXPhos,P2Et,1-iodo-4-methoxybenzene,5-phenylisoxazole,21.9766332,1,6,6,90
reaction:142,t-BuXPhos,P2Et,1-chloro-4-ethylbenzene,5-phenylisoxazole,7.641917877999999,1,6,7,90
reaction:143,t-BuXPhos,P2Et,1-bromo-4-ethylbenzene,5-phenylisoxazole,28.39231834,1,6,8,90
reaction:144,t-BuXPhos,P2Et,1-ethyl-4-iodobenzene,5-phenylisoxazole,26.6748995,1,6,9,90
reaction:145,t-BuXPhos,P2Et,2-chloropyridine,5-phenylisoxazole,29.97543001,1,6,10,90
reaction:146,t-BuXPhos,P2Et,2-bromopyridine,5-phenylisoxazole,36.30636065,1,6,11,90
reaction:147,t-BuXPhos,P2Et,2-iodopyridine,5-phenylisoxazole,36.58798902,1,6,12,90
reaction:148,t-BuXPhos,P2Et,3-chloropyridine,5-phenylisoxazole,10.54082024,1,6,13,90
reaction:149,t-BuXPhos,P2Et,3-bromopyridine,5-phenylisoxazole,26.25688388,1,6,14,90
reaction:150,t-BuXPhos,P2Et,3-iodopyridine,5-phenylisoxazole,28.58964812,1,6,15,90
reaction:151,t-BuXPhos,BTMG,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole,16.88486051,1,6,17,90
reaction:152,t-BuXPhos,BTMG,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole,41.29698409,1,6,18,90
reaction:153,t-BuXPhos,BTMG,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole,43.73298112,1,6,19,90
reaction:154,t-BuXPhos,BTMG,1-chloro-4-methoxybenzene,5-phenylisoxazole,0.655700656,1,6,20,90
reaction:155,t-BuXPhos,BTMG,1-bromo-4-methoxybenzene,5-phenylisoxazole,33.62905648,1,6,21,90
reaction:156,t-BuXPhos,BTMG,1-iodo-4-methoxybenzene,5-phenylisoxazole,41.48980841,1,6,22,90
reaction:157,t-BuXPhos,BTMG,1-chloro-4-ethylbenzene,5-phenylisoxazole,2.599454304,1,6,23,90
reaction:158,t-BuXPhos,BTMG,1-bromo-4-ethylbenzene,5-phenylisoxazole,66.02401389,1,6,24,90
reaction:159,t-BuXPhos,BTMG,1-ethyl-4-iodobenzene,5-phenylisoxazole,72.39052533,1,6,25,90
reaction:160,t-BuXPhos,BTMG,2-chloropyridine,5-phenylisoxazole,68.84655406,1,6,26,90
reaction:161,t-BuXPhos,BTMG,2-bromopyridine,5-phenylisoxazole,82.1847816,1,6,27,90
reaction:162,t-BuXPhos,BTMG,2-iodopyridine,5-phenylisoxazole,80.58917239,1,6,28,90
reaction:163,t-BuXPhos,BTMG,3-chloropyridine,5-phenylisoxazole,15.19452071,1,6,29,90
reaction:164,t-BuXPhos,BTMG,3-bromopyridine,5-phenylisoxazole,83.87445444,1,6,30,90
reaction:165,t-BuXPhos,BTMG,3-iodopyridine,5-phenylisoxazole,86.003404,1,6,31,90
reaction:166,t-BuXPhos,MTBD,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole,30.01215681,1,6,33,90
reaction:167,t-BuXPhos,MTBD,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole,51.39708789,1,6,34,90
reaction:168,t-BuXPhos,MTBD,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole,50.13634297,1,6,35,90
reaction:169,t-BuXPhos,MTBD,1-chloro-4-methoxybenzene,5-phenylisoxazole,2.942173839,1,6,36,90
reaction:170,t-BuXPhos,MTBD,1-bromo-4-methoxybenzene,5-phenylisoxazole,34.96324083,1,6,37,90
reaction:171,t-BuXPhos,MTBD,1-iodo-4-methoxybenzene,5-phenylisoxazole,51.01008234,1,6,38,90
reaction:172,t-BuXPhos,MTBD,1-chloro-4-ethylbenzene,5-phenylisoxazole,15.31942872,1,6,39,90
reaction:173,t-BuXPhos,MTBD,1-bromo-4-ethylbenzene,5-phenylisoxazole,81.56943098,1,6,40,90
reaction:174,t-BuXPhos,MTBD,1-ethyl-4-iodobenzene,5-phenylisoxazole,77.57371189,1,6,41,90
reaction:175,t-BuXPhos,MTBD,2-chloropyridine,5-phenylisoxazole,86.68959994,1,6,42,90
reaction:176,t-BuXPhos,MTBD,2-bromopyridine,5-phenylisoxazole,92.91423383,1,6,43,90
reaction:177,t-BuXPhos,MTBD,2-iodopyridine,5-phenylisoxazole,97.56849953,1,6,44,90
reaction:178,t-BuXPhos,MTBD,3-chloropyridine,5-phenylisoxazole,35.55504656,1,6,45,90
reaction:179,t-BuXPhos,MTBD,3-bromopyridine,5-phenylisoxazole,98.73132029,1,6,46,90
reaction:180,t-BuXPhos,MTBD,3-iodopyridine,5-phenylisoxazole,98.28722602,1,6,47,90
reaction:181,t-BuXPhos,P2Et,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,5.980979595,1,7,1,90
reaction:182,t-BuXPhos,P2Et,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,50.58289676,1,7,2,90
reaction:183,t-BuXPhos,P2Et,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,45.08048043,1,7,3,90
reaction:184,t-BuXPhos,P2Et,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0,1,7,4,90
reaction:185,t-BuXPhos,P2Et,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,42.11946098,1,7,5,90
reaction:186,t-BuXPhos,P2Et,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,49.11143206,1,7,6,90
reaction:187,t-BuXPhos,P2Et,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,0.705225291,1,7,7,90
reaction:188,t-BuXPhos,P2Et,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,70.86219062,1,7,8,90
reaction:189,t-BuXPhos,P2Et,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate,66.44951759,1,7,9,90
reaction:190,t-BuXPhos,P2Et,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,65.93988128,1,7,10,90
reaction:191,t-BuXPhos,P2Et,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,66.07082051,1,7,11,90
reaction:192,t-BuXPhos,P2Et,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,66.20793624,1,7,12,90
reaction:193,t-BuXPhos,P2Et,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,6.110691586000001,1,7,13,90
reaction:194,t-BuXPhos,P2Et,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,67.81850094,1,7,14,90
reaction:195,t-BuXPhos,P2Et,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,72.63064909,1,7,15,90
reaction:196,t-BuXPhos,BTMG,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,7.837919121,1,7,17,90
reaction:197,t-BuXPhos,BTMG,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,46.74711139,1,7,18,90
reaction:198,t-BuXPhos,BTMG,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,46.25838016,1,7,19,90
reaction:199,t-BuXPhos,BTMG,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0,1,7,20,90
reaction:200,t-BuXPhos,BTMG,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,37.03037628,1,7,21,90
reaction:201,t-BuXPhos,BTMG,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,43.69560153,1,7,22,90
reaction:202,t-BuXPhos,BTMG,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,0.595872872,1,7,23,90
reaction:203,t-BuXPhos,BTMG,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,70.54955286,1,7,24,90
reaction:204,t-BuXPhos,BTMG,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate,80.90409924,1,7,25,90
reaction:205,t-BuXPhos,BTMG,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,70.2055639,1,7,26,90
reaction:206,t-BuXPhos,BTMG,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,83.08846167,1,7,27,90
reaction:207,t-BuXPhos,BTMG,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,85.14465222,1,7,28,90
reaction:208,t-BuXPhos,BTMG,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,3.149733367,1,7,29,90
reaction:209,t-BuXPhos,BTMG,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,78.08461533,1,7,30,90
reaction:210,t-BuXPhos,BTMG,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,82.13737482,1,7,31,90
reaction:211,t-BuXPhos,MTBD,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,7.782359233999999,1,7,33,90
reaction:212,t-BuXPhos,MTBD,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,53.59986981,1,7,34,90
reaction:213,t-BuXPhos,MTBD,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,51.75674767,1,7,35,90
reaction:214,t-BuXPhos,MTBD,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0,1,7,36,90
reaction:215,t-BuXPhos,MTBD,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,49.61438009,1,7,37,90
reaction:216,t-BuXPhos,MTBD,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,53.675534,1,7,38,90
reaction:217,t-BuXPhos,MTBD,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,0.6467788210000001,1,7,39,90
